u3	y3
0.01000	171.23629	
0.01000	173.69493	
0.01000	188.92936	
0.01000	145.73614	
0.01000	169.85700	
0.01000	151.62170	
0.01000	167.68512	
0.01000	176.35076	
0.01000	179.02873	
0.01000	125.12929	
0.01000	96.33957	
0.01000	108.46424	
0.01000	84.60406	
0.01000	94.65180	
0.01000	66.24170	
0.01000	105.47755	
0.01000	111.91349	
0.01000	120.81756	
0.01000	127.29625	
0.01000	143.67817	
0.01000	168.00166	
0.01000	163.39171	
0.01000	193.38536	
0.01000	214.83301	
0.01000	211.63692	
0.01000	228.61041	
0.01000	203.40163	
0.01000	217.58470	
0.01000	201.96828	
0.01000	207.38470	
0.01000	214.11712	
0.01000	219.99293	
0.01000	210.64714	
0.01000	201.86746	
0.01000	214.80206	
0.01000	235.52898	
0.01000	260.17993	
0.01000	228.42632	
0.01000	254.00826	
0.01000	271.11955	
0.01000	274.62058	
0.01000	263.26155	
0.01000	282.84779	
0.01000	283.00811	
0.01000	289.75393	
0.01000	320.52054	
0.01000	342.87699	
0.01000	346.86141	
0.01000	313.72821	
0.01000	281.20346	
0.01000	277.86529	
0.01000	269.17882	
0.01000	287.89939	
0.01000	296.77659	
0.01000	302.89643	
0.01000	323.95777	
0.01000	322.33112	
0.01000	294.75619	
0.01000	257.82086	
0.01000	249.46614	
0.01000	213.63005	
0.01000	186.87048	
0.01000	177.55776	
0.01000	160.84173	
0.01000	158.25218	
0.01000	175.24111	
0.01000	190.83206	
0.01000	208.69435	
0.01000	215.32679	
0.01000	211.92059	
0.01000	216.11262	
0.01000	200.96321	
0.01000	200.49002	
0.01000	210.85763	
0.01000	226.28473	
0.01000	228.79523	
0.01000	218.34376	
0.01000	271.67491	
0.01000	270.60038	
0.01000	273.41936	
0.01000	254.64303	
0.01000	250.48695	
0.01000	243.84466	
0.01000	247.49173	
0.01000	244.65322	
0.01000	262.68012	
0.01000	271.25271	
0.01000	262.74596	
0.01000	253.89431	
0.01000	245.56806	
0.01000	229.60921	
0.01000	233.44701	
0.01000	266.44118	
0.01000	302.36585	
0.01000	294.87802	
0.01000	301.90886	
0.01000	317.34451	
0.01000	355.51459	
0.01000	359.78286	
0.01000	370.51519	
0.01000	374.45305	
0.01000	371.35428	
0.01000	380.36223	
0.01000	399.43701	
0.01000	391.46248	
0.01000	391.95071	
0.01000	402.85526	
0.01000	427.60796	
0.01000	415.76714	
0.01000	408.19750	
0.01000	397.62381	
0.01000	396.06639	
0.01000	417.91871	
0.01000	418.82610	
0.01000	383.44527	
0.01000	373.83127	
0.01000	362.84429	
0.01000	341.09404	
0.01000	352.83529	
0.01000	342.68288	
0.01000	329.46402	
0.01000	324.41501	
0.01000	297.12130	
0.01000	281.55213	
0.01000	267.71986	
0.01000	221.18225	
0.01000	206.34563	
0.01000	227.78422	
0.01000	232.06235	
0.01000	208.06310	
0.01000	254.83078	
0.01000	250.20525	
0.01000	231.94073	
0.01000	266.91069	
0.01000	284.08883	
0.01000	293.92233	
0.01000	292.86521	
0.01000	292.61252	
0.01000	263.07264	
0.01000	261.24202	
0.01000	264.15207	
0.01000	296.78972	
0.01000	331.36184	
0.01000	319.99481	
0.01000	291.66905	
0.01000	285.07787	
0.01000	276.71084	
0.01000	320.88986	
0.01000	347.35447	
0.01000	372.37901	
0.01000	334.82437	
0.01000	328.17245	
0.01000	346.10125	
0.01000	327.92616	
0.01000	393.95803	
0.01000	420.53365	
-0.01000	435.05329	
-0.01000	416.81422	
-0.01000	434.35839	
-0.01000	437.71716	
-0.01000	442.40463	
-0.01000	482.13708	
-0.01000	459.26647	
-0.01000	464.53063	
-0.01000	432.63883	
-0.01000	453.08568	
-0.01000	450.72541	
-0.01000	464.55335	
-0.01000	476.59466	
-0.01000	493.05442	
-0.01000	461.38098	
-0.01000	479.70744	
-0.01000	497.77272	
-0.01000	501.13778	
-0.01000	507.40663	
-0.01000	536.62723	
-0.01000	534.21286	
-0.01000	564.60237	
-0.01000	518.73880	
-0.01000	528.96551	
-0.01000	563.14952	
-0.01000	592.30584	
-0.01000	607.24779	
-0.01000	610.81299	
-0.01000	646.87521	
-0.01000	622.89632	
-0.01000	631.40560	
-0.01000	609.80585	
-0.01000	638.04292	
-0.01000	603.10041	
-0.01000	594.40996	
-0.01000	591.84597	
-0.01000	575.30612	
-0.01000	575.89209	
-0.01000	563.82178	
-0.01000	543.07495	
-0.01000	558.31416	
-0.01000	574.06081	
-0.01000	592.02870	
-0.01000	571.00648	
-0.01000	554.97676	
-0.01000	555.79422	
-0.01000	575.65896	
-0.01000	574.04050	
-0.01000	618.83190	
-0.01000	649.62139	
-0.01000	633.80338	
-0.01000	642.89674	
-0.01000	599.91296	
-0.01000	583.49301	
-0.01000	558.96374	
-0.01000	610.75581	
-0.01000	606.89225	
-0.01000	649.07562	
-0.01000	698.91813	
-0.01000	704.92730	
-0.01000	702.82288	
-0.01000	738.83208	
-0.01000	772.73104	
-0.01000	799.28985	
-0.01000	750.70090	
-0.01000	776.99051	
-0.01000	774.15324	
-0.01000	779.25718	
-0.01000	831.02386	
-0.01000	832.40218	
-0.01000	835.80521	
-0.01000	823.81469	
-0.01000	856.86688	
-0.01000	856.10841	
-0.01000	856.29985	
-0.01000	835.58746	
-0.01000	823.92371	
-0.01000	841.49071	
-0.01000	852.24214	
-0.01000	867.24409	
-0.01000	883.56162	
-0.01000	865.96296	
-0.01000	883.15897	
-0.01000	911.76911	
-0.01000	884.67406	
-0.01000	876.12549	
-0.01000	931.30523	
-0.01000	957.61797	
-0.01000	971.11422	
-0.01000	928.53867	
-0.01000	915.65094	
-0.01000	919.52231	
-0.01000	917.65695	
-0.01000	900.16969	
-0.01000	887.56430	
-0.01000	891.10783	
-0.01000	845.85736	
-0.01000	842.44475	
-0.01000	846.80663	
-0.01000	841.12479	
-0.01000	842.24111	
-0.01000	819.39720	
-0.01000	826.44426	
-0.01000	820.40245	
-0.01000	838.36168	
-0.01000	844.20012	
-0.01000	848.73037	
-0.01000	885.95208	
-0.01000	879.33152	
-0.01000	861.68513	
-0.01000	861.66987	
-0.01000	826.86939	
-0.01000	813.66996	
-0.01000	790.38470	
-0.01000	775.62279	
-0.01000	803.46075	
-0.01000	819.79116	
-0.01000	818.43129	
-0.01000	799.18651	
-0.01000	842.71053	
-0.01000	818.24744	
-0.01000	847.57453	
-0.01000	831.19773	
-0.01000	843.14865	
-0.01000	853.19919	
-0.01000	838.79048	
-0.01000	831.32761	
-0.01000	801.06902	
-0.01000	788.64329	
-0.01000	780.61344	
-0.01000	807.26999	
-0.01000	784.83401	
-0.01000	777.90672	
-0.01000	744.33028	
-0.01000	752.02557	
-0.01000	796.58076	
-0.01000	771.19741	
-0.01000	810.54364	
-0.01000	813.28274	
-0.01000	800.07261	
-0.01000	807.84050	
-0.01000	805.52870	
-0.01000	847.52857	
-0.01000	861.26072	
-0.01000	883.20407	
-0.01000	891.71792	
-0.01000	906.76985	
-0.01000	902.12076	
-0.01000	889.69073	
-0.01000	902.30616	
-0.01000	889.46042	
-0.01000	917.88988	
-0.01000	930.33813	
-0.01000	958.91740	
-0.01000	958.92237	
-0.01000	952.78797	
-0.01000	934.82748	
-0.01000	918.72251	
-0.01000	872.93028	
-0.01000	852.61866	
-0.01000	893.19288	
-0.01000	942.14238	
-0.01000	939.63318	
-0.01000	949.98005	
-0.01000	947.93049	
-0.01000	993.60048	
-0.01000	992.10903	
-0.01000	996.77562	
-0.01000	990.03487	
-0.01000	967.71938	
-0.01000	986.46631	
-0.01000	978.17653	
-0.01000	980.46514	
-0.01000	962.81673	
-0.01000	945.05148	
-0.01000	977.42969	
-0.01000	963.30994	
-0.01000	970.56781	
-0.01000	964.37320	
-0.01000	940.08536	
-0.01000	966.19709	
-0.01000	991.72259	
-0.01000	1003.41704	
-0.01000	987.53610	
-0.01000	957.07982	
-0.01000	943.43146	
-0.01000	925.87511	
-0.01000	982.31324	
-0.01000	956.87541	
-0.01000	952.52960	
-0.01000	937.74050	
-0.01000	951.82733	
-0.01000	970.62940	
-0.01000	958.30631	
-0.01000	985.86211	
-0.01000	973.88574	
-0.01000	1007.12511	
-0.01000	1026.11123	
-0.01000	1032.99189	
-0.01000	1042.04858	
-0.01000	1053.61827	
-0.01000	1070.42508	
-0.01000	1088.81092	
-0.01000	1126.68062	
-0.01000	1073.67322	
-0.01000	1093.70265	
-0.01000	1108.36359	
-0.01000	1133.68455	
-0.01000	1121.88586	
-0.01000	1090.85977	
-0.01000	1096.01475	
-0.01000	1101.51140	
-0.01000	1094.43820	
-0.01000	1116.63802	
-0.01000	1124.30380	
-0.01000	1128.46571	
-0.01000	1164.70656	
-0.01000	1195.22589	
-0.01000	1170.12453	
-0.01000	1175.74465	
-0.01000	1173.75794	
-0.01000	1178.99816	
-0.01000	1166.79364	
-0.01000	1145.22876	
-0.01000	1181.70527	
-0.01000	1163.86826	
-0.01000	1180.23344	
-0.01000	1150.36288	
-0.01000	1171.89200	
-0.01000	1195.58745	
-0.01000	1214.35963	
-0.01000	1243.79921	
-0.01000	1255.63067	
-0.01000	1234.23501	
-0.01000	1261.31089	
-0.01000	1273.86313	
-0.01000	1283.01191	
-0.01000	1283.48324	
-0.01000	1290.11044	
-0.01000	1295.20879	
-0.01000	1331.21668	
-0.01000	1330.32816	
-0.01000	1333.12067	
-0.01000	1327.61102	
-0.01000	1322.76425	
-0.01000	1356.13245	
-0.01000	1338.59562	
-0.01000	1387.67501	
-0.01000	1402.12166	
-0.01000	1369.29862	
-0.01000	1378.97816	
-0.01000	1328.12819	
-0.01000	1321.97423	
-0.01000	1320.90591	
-0.01000	1337.08148	
-0.01000	1319.09017	
-0.01000	1303.46178	
-0.01000	1274.80593	
-0.01000	1278.13414	
-0.01000	1280.80933	
-0.01000	1280.02130	
-0.01000	1291.55165	
-0.01000	1276.17331	
-0.01000	1272.65766	
-0.01000	1264.92870	
-0.01000	1211.56760	
-0.01000	1221.74700	
-0.01000	1240.38667	
-0.01000	1261.00599	
-0.01000	1274.30246	
-0.01000	1302.30909	
-0.01000	1254.79914	
-0.01000	1234.83149	
-0.01000	1243.71795	
-0.01000	1239.88339	
-0.01000	1258.21237	
-0.01000	1278.00906	
-0.01000	1257.64185	
-0.01000	1239.85735	
-0.01000	1238.30087	
-0.01000	1280.80902	
-0.01000	1264.73419	
-0.01000	1252.22211	
-0.01000	1260.13584	
-0.01000	1258.35631	
-0.01000	1252.74415	
-0.01000	1242.47792	
-0.01000	1272.29254	
-0.01000	1279.84537	
-0.01000	1320.45072	
-0.01000	1306.68490	
-0.01000	1324.28340	
-0.01000	1352.27709	
-0.01000	1371.86962	
-0.01000	1374.22581	
-0.01000	1366.24403	
-0.01000	1369.37020	
-0.01000	1378.67948	
-0.01000	1349.46333	
-0.01000	1353.44905	
-0.01000	1322.28425	
-0.01000	1331.89490	
-0.01000	1336.61992	
-0.01000	1362.80314	
-0.01000	1351.52668	
-0.01000	1361.73497	
-0.01000	1354.20290	
-0.01000	1362.68352	
-0.01000	1401.55371	
-0.01000	1378.95953	
-0.01000	1383.73910	
-0.01000	1386.48457	
-0.01000	1360.85616	
-0.01000	1359.22757	
-0.01000	1352.15980	
-0.01000	1426.36178	
-0.01000	1421.67897	
-0.01000	1438.27277	
-0.01000	1458.20505	
-0.01000	1451.84902	
-0.01000	1423.35224	
-0.01000	1442.11771	
-0.01000	1481.08358	
-0.01000	1471.16298	
-0.01000	1480.85866	
-0.01000	1542.51252	
-0.01000	1521.80511	
-0.01000	1509.87932	
-0.01000	1507.15281	
-0.01000	1545.24203	
-0.01000	1516.00991	
-0.01000	1520.87070	
-0.01000	1528.59008	
-0.01000	1511.40310	
0.01000	1499.90549	
0.01000	1494.44609	
0.01000	1506.98909	
0.01000	1485.97905	
0.01000	1466.43854	
0.01000	1476.24088	
0.01000	1482.00669	
0.01000	1479.94183	
0.01000	1454.95592	
0.01000	1480.48071	
0.01000	1461.23162	
0.01000	1462.75844	
0.01000	1463.56756	
0.01000	1452.88514	
0.01000	1473.67888	
0.01000	1466.83459	
0.01000	1503.74649	
0.01000	1495.19178	
0.01000	1493.08746	
0.01000	1441.85549	
0.01000	1442.68182	
0.01000	1434.58517	
0.01000	1450.55989	
0.01000	1478.62589	
0.01000	1460.95544	
0.01000	1471.63860	
0.01000	1537.74745	
0.01000	1552.30319	
0.01000	1555.04568	
0.01000	1541.37947	
0.01000	1582.67088	
0.01000	1557.88491	
0.01000	1592.11830	
0.01000	1631.13534	
0.01000	1614.10927	
0.01000	1628.73963	
0.01000	1644.44254	
0.01000	1662.21578	
0.01000	1668.83454	
0.01000	1662.49252	
0.01000	1654.08093	
0.01000	1653.06576	
0.01000	1616.30675	
0.01000	1590.58503	
0.01000	1637.81475	
0.01000	1603.93188	
0.01000	1619.12069	
0.01000	1580.14577	
0.01000	1616.68422	
0.01000	1622.30304	
0.01000	1584.68179	
0.01000	1671.14488	
0.01000	1629.40160	
0.01000	1663.14462	
0.01000	1692.80715	
0.01000	1660.47045	
0.01000	1642.53879	
0.01000	1646.64596	
0.01000	1665.85823	
0.01000	1662.11470	
0.01000	1658.60506	
0.01000	1660.25891	
0.01000	1668.49552	
0.01000	1678.54498	
0.01000	1664.39667	
0.01000	1633.47676	
0.01000	1595.73459	
0.01000	1630.20673	
0.01000	1612.87267	
0.01000	1609.86876	
0.01000	1602.33352	
0.01000	1567.14413	
0.01000	1554.04224	
0.01000	1515.20139	
0.01000	1551.70398	
0.01000	1560.68914	
0.01000	1555.45848	
0.01000	1546.21654	
0.01000	1518.54126	
0.01000	1544.89505	
0.01000	1511.70528	
0.01000	1504.65701	
0.01000	1545.44163	
0.01000	1556.17489	
0.01000	1570.53990	
0.01000	1569.64820	
0.01000	1602.52093	
0.01000	1564.92214	
0.01000	1622.70438	
0.01000	1627.69996	
0.01000	1601.44909	
0.01000	1603.52436	
0.01000	1572.93846	
0.01000	1617.32033	
0.01000	1576.19808	
0.01000	1601.21437	
0.01000	1613.28684	
0.01000	1598.43699	
0.01000	1574.91865	
0.01000	1557.88706	
0.01000	1573.80666	
0.01000	1538.11667	
0.01000	1558.19657	
0.01000	1545.94565	
0.01000	1562.31085	
0.01000	1520.04995	
0.01000	1504.42839	
0.01000	1515.58936	
0.01000	1491.39166	
0.01000	1524.56467	
0.01000	1518.23593	
0.01000	1534.54586	
0.01000	1568.29553	
0.01000	1538.26008	
0.01000	1583.32975	
0.01000	1550.35438	
0.01000	1577.45654	
0.01000	1612.09396	
0.01000	1598.48023	
0.01000	1603.27800	
0.01000	1588.26284	
0.01000	1630.18144	
0.01000	1615.23545	
0.01000	1646.98812	
0.01000	1667.81640	
0.01000	1684.10167	
0.01000	1717.80209	
0.01000	1700.48969	
0.01000	1698.56457	
0.01000	1717.04702	
0.01000	1723.79778	
0.01000	1702.25872	
0.01000	1704.17234	
0.01000	1733.45299	
0.01000	1764.48233	
0.01000	1800.99875	
0.01000	1746.19421	
0.01000	1802.72593	
0.01000	1745.34968	
0.01000	1738.66858	
0.01000	1751.57274	
0.01000	1733.58722	
0.01000	1738.72632	
0.01000	1687.69237	
0.01000	1716.28356	
0.01000	1696.64578	
0.01000	1715.02998	
0.01000	1720.39141	
0.01000	1724.80079	
0.01000	1757.70795	
0.01000	1735.41786	
0.01000	1763.65098	
0.01000	1765.58291	
0.01000	1785.37410	
0.01000	1771.38895	
0.01000	1750.50104	
0.01000	1790.38389	
0.01000	1822.92245	
0.01000	1835.72451	
0.01000	1785.70439	
0.01000	1790.25510	
0.01000	1782.65298	
0.01000	1745.39359	
0.01000	1788.40544	
0.01000	1761.14887	
0.01000	1802.90822	
0.01000	1819.33415	
0.01000	1844.37223	
0.01000	1849.50936	
0.01000	1856.46841	
0.01000	1884.13549	
0.01000	1864.50294	
0.01000	1900.71160	
0.01000	1921.67309	
0.01000	1931.79550	
0.01000	1923.56177	
0.01000	1923.84011	
0.01000	1930.00057	
0.01000	1883.09412	
0.01000	1916.18326	
0.01000	1896.26973	
0.01000	1935.29998	
0.01000	1920.34604	
0.01000	1944.59164	
0.01000	1956.28378	
0.01000	1901.92713	
0.01000	1915.02266	
0.01000	1912.88591	
0.01000	1916.14612	
0.01000	1886.58166	
0.01000	1915.02861	
0.01000	1934.45380	
0.01000	1921.21384	
0.01000	1954.77894	
0.01000	1947.22144	
0.01000	1940.83530	
0.01000	1945.86371	
0.01000	1918.36086	
0.01000	1925.78077	
0.01000	1925.35034	
0.01000	1990.48459	
0.01000	1976.25190	
0.01000	1975.21214	
0.01000	2004.76947	
0.01000	2025.70945	
0.01000	2069.65591	
0.01000	2046.78691	
0.01000	2035.59509	
0.01000	2038.32803	
0.01000	2043.29986	
0.01000	2011.26637	
0.01000	1992.98037	
0.01000	2048.04996	
0.01000	2055.15859	
0.01000	2051.82686	
0.01000	2030.94633	
0.01000	2060.47400	
0.01000	2080.57630	
0.01000	2063.69463	
0.01000	2098.18811	
0.01000	2061.28119	
0.01000	2070.87674	
0.01000	2112.56386	
0.01000	2137.28199	
0.01000	2137.12041	
0.01000	2153.39514	
0.01000	2184.33913	
0.01000	2140.83836	
0.01000	2209.04870	
0.01000	2239.31281	
0.01000	2257.29208	
0.01000	2289.42028	
0.01000	2298.36018	
0.01000	2323.08391	
0.01000	2299.18967	
0.01000	2312.76263	
0.01000	2294.48120	
0.01000	2285.78851	
0.01000	2312.64071	
0.01000	2334.95696	
0.01000	2367.44920	
0.01000	2349.81823	
0.01000	2365.31021	
0.01000	2369.68542	
0.01000	2408.95622	
0.01000	2433.93514	
0.01000	2441.15334	
0.01000	2484.94036	
0.01000	2467.57974	
0.01000	2493.82924	
0.01000	2522.66845	
0.01000	2478.49166	
0.01000	2478.49034	
0.01000	2493.37350	
0.01000	2534.28904	
0.01000	2528.95745	
0.01000	2533.03444	
0.01000	2542.92717	
0.01000	2508.79971	
0.01000	2502.81155	
0.01000	2532.84785	
0.01000	2563.56472	
0.01000	2536.80744	
0.01000	2575.48982	
0.01000	2583.98414	
0.01000	2566.48205	
0.01000	2546.00930	
0.01000	2561.26524	
0.01000	2600.58466	
0.01000	2579.23231	
0.01000	2576.83148	
0.01000	2590.60908	
0.01000	2531.57116	
0.01000	2536.04611	
0.01000	2516.62369	
0.01000	2515.94469	
0.01000	2501.24749	
0.01000	2528.89029	
0.01000	2546.62083	
0.01000	2527.47642	
0.01000	2540.17707	
0.01000	2492.47388	
0.01000	2504.76649	
0.01000	2466.04049	
0.01000	2509.30441	
0.01000	2530.02263	
0.01000	2558.24340	
0.01000	2578.88757	
0.01000	2555.77197	
0.01000	2591.77412	
0.01000	2586.04253	
0.01000	2607.00609	
0.01000	2615.08513	
0.01000	2565.95954	
0.01000	2595.67885	
0.01000	2613.87993	
0.01000	2637.01049	
0.01000	2589.61444	
0.01000	2649.30532	
0.01000	2675.09251	
0.01000	2632.08970	
0.01000	2659.46219	
0.01000	2662.81157	
0.01000	2714.91911	
0.01000	2723.21543	
0.01000	2757.92256	
0.01000	2751.52144	
0.01000	2746.73180	
0.01000	2763.62227	
0.01000	2757.57185	
0.01000	2767.12364	
0.01000	2751.78505	
0.01000	2776.28890	
0.01000	2770.31579	
0.01000	2747.00874	
0.01000	2754.25857	
0.01000	2763.23779	
0.01000	2805.48547	
0.01000	2752.57802	
0.01000	2777.44988	
0.01000	2780.13407	
0.01000	2762.52391	
0.01000	2762.79490	
0.01000	2767.70950	
0.01000	2753.56659	
0.01000	2701.89453	
0.01000	2715.85535	
0.01000	2745.14092	
0.01000	2697.79825	
0.01000	2710.50047	
0.01000	2729.63108	
0.01000	2746.93773	
0.01000	2697.15479	
