u2	y2
-0.01000	-130.27961	
-0.01000	-146.59517	
-0.01000	-295.41336	
-0.01000	-305.16862	
-0.01000	-436.93705	
-0.01000	-499.30812	
-0.01000	-436.26904	
-0.01000	-291.18180	
-0.01000	-517.04998	
-0.01000	-521.41756	
-0.01000	-519.08572	
-0.01000	-374.90725	
-0.01000	-587.24906	
-0.01000	-529.06742	
-0.01000	-321.08069	
-0.01000	-427.03169	
-0.01000	-525.95509	
-0.01000	-525.12645	
-0.01000	-458.19117	
-0.01000	-534.73696	
-0.01000	-529.33601	
-0.01000	-455.38434	
-0.01000	-411.25699	
-0.01000	-374.58386	
-0.01000	-546.10438	
-0.01000	-431.78676	
-0.01000	-409.61362	
-0.01000	-307.86060	
-0.01000	-283.88295	
-0.01000	-297.68859	
-0.01000	-147.93145	
-0.01000	-157.67527	
-0.01000	-223.89102	
-0.01000	-212.92032	
-0.01000	-85.14067	
-0.01000	-125.23351	
-0.01000	-60.84721	
-0.01000	-154.21387	
-0.01000	-166.49678	
-0.01000	-155.34284	
-0.01000	-76.08698	
-0.01000	-122.32758	
-0.01000	-234.93778	
-0.01000	-336.82002	
-0.01000	-378.88206	
-0.01000	-398.28294	
-0.01000	-309.78197	
-0.01000	-379.68293	
-0.01000	-383.73876	
-0.01000	-348.31145	
-0.01000	-481.60923	
-0.01000	-373.03322	
-0.01000	-419.64930	
-0.01000	-386.56060	
-0.01000	-439.09259	
-0.01000	-564.96520	
-0.01000	-593.99998	
-0.01000	-708.30245	
-0.01000	-828.24970	
-0.01000	-783.55061	
-0.01000	-604.39956	
-0.01000	-571.38657	
-0.01000	-516.61601	
-0.01000	-421.77254	
-0.01000	-324.04854	
-0.01000	-323.30719	
-0.01000	-363.10302	
-0.01000	-524.00043	
-0.01000	-600.10520	
-0.01000	-641.76980	
-0.01000	-670.96771	
-0.01000	-532.65399	
-0.01000	-524.00238	
-0.01000	-521.78128	
-0.01000	-579.54631	
-0.01000	-437.99121	
-0.01000	-388.22770	
-0.01000	-431.97802	
-0.01000	-529.41431	
-0.01000	-484.58440	
-0.01000	-593.68151	
-0.01000	-636.46496	
-0.01000	-544.28136	
-0.01000	-552.16681	
-0.01000	-529.64696	
-0.01000	-522.24780	
-0.01000	-529.65489	
-0.01000	-623.35610	
-0.01000	-626.32685	
-0.01000	-650.19470	
-0.01000	-605.77869	
-0.01000	-571.17526	
-0.01000	-514.15480	
-0.01000	-437.68893	
-0.01000	-334.42304	
-0.01000	-355.11286	
-0.01000	-460.02419	
-0.01000	-511.82797	
-0.01000	-314.61072	
-0.01000	-308.30113	
-0.01000	-348.14662	
-0.01000	-128.98293	
-0.01000	-210.29864	
-0.01000	-204.70329	
-0.01000	-244.74263	
-0.01000	-296.73900	
-0.01000	-243.58126	
-0.01000	-282.25913	
-0.01000	-272.45147	
-0.01000	-494.87310	
-0.01000	-591.41415	
-0.01000	-584.03481	
-0.01000	-351.20654	
-0.01000	-228.74540	
-0.01000	-294.77339	
-0.01000	-324.56928	
-0.01000	-342.48906	
-0.01000	-374.32527	
-0.01000	-352.46612	
-0.01000	-298.62544	
-0.01000	-248.48237	
0.01000	-53.49165	
0.01000	-203.44531	
0.01000	-173.39820	
0.01000	-15.58702	
0.01000	117.64138	
0.01000	105.19739	
0.01000	170.79849	
0.01000	71.40544	
0.01000	202.10267	
0.01000	323.78365	
0.01000	381.62148	
0.01000	272.19871	
0.01000	262.71465	
0.01000	406.34310	
0.01000	420.15093	
0.01000	437.36681	
0.01000	467.89254	
0.01000	589.79800	
0.01000	676.97135	
0.01000	741.75733	
0.01000	651.84854	
0.01000	703.25108	
0.01000	485.33064	
0.01000	464.79433	
0.01000	165.11941	
0.01000	167.25569	
0.01000	-9.91161	
0.01000	46.20720	
0.01000	47.26735	
0.01000	-119.49583	
0.01000	-24.76111	
0.01000	-25.64231	
0.01000	-28.86197	
0.01000	-10.17393	
0.01000	112.58873	
0.01000	342.82493	
0.01000	230.09658	
0.01000	337.01392	
0.01000	323.61278	
0.01000	327.90656	
0.01000	488.53139	
0.01000	504.90554	
0.01000	473.97828	
0.01000	416.00193	
0.01000	535.48109	
0.01000	361.93923	
0.01000	339.88683	
0.01000	506.27451	
0.01000	475.19542	
0.01000	572.66749	
0.01000	618.12111	
0.01000	593.40163	
0.01000	650.95379	
0.01000	613.68003	
0.01000	622.59899	
0.01000	553.04854	
0.01000	614.74468	
0.01000	709.60328	
0.01000	672.92114	
0.01000	686.70577	
0.01000	552.43849	
0.01000	381.53416	
0.01000	146.73998	
0.01000	104.16301	
0.01000	280.92982	
0.01000	99.82693	
0.01000	-86.38418	
0.01000	-110.37907	
0.01000	151.09791	
0.01000	428.52889	
0.01000	386.69882	
0.01000	279.76534	
0.01000	417.94908	
0.01000	288.14861	
0.01000	332.65719	
0.01000	348.61509	
0.01000	387.47216	
0.01000	367.54219	
0.01000	247.62243	
0.01000	211.36843	
0.01000	-7.62874	
0.01000	26.00613	
0.01000	38.02001	
0.01000	31.46972	
0.01000	19.32830	
0.01000	64.83508	
0.01000	245.51645	
0.01000	95.48608	
0.01000	47.63329	
0.01000	-1.02567	
0.01000	47.64749	
0.01000	127.12665	
0.01000	158.57740	
0.01000	159.78588	
0.01000	374.07418	
0.01000	323.00439	
0.01000	392.95032	
0.01000	376.02362	
0.01000	490.56704	
0.01000	519.29231	
0.01000	590.75462	
0.01000	692.32392	
0.01000	647.32729	
0.01000	678.25276	
0.01000	648.64266	
0.01000	517.31119	
0.01000	550.13039	
0.01000	533.47685	
0.01000	755.22782	
0.01000	764.40558	
0.01000	703.22286	
0.01000	528.38713	
0.01000	562.13823	
0.01000	577.69348	
0.01000	480.11194	
0.01000	337.45762	
0.01000	355.87869	
0.01000	250.42368	
0.01000	233.19569	
0.01000	180.57802	
0.01000	195.11941	
0.01000	118.48297	
0.01000	21.56170	
0.01000	-64.00865	
0.01000	-58.27526	
0.01000	134.82145	
0.01000	278.04141	
0.01000	367.60078	
0.01000	225.41201	
0.01000	203.98541	
0.01000	90.85872	
0.01000	269.06380	
0.01000	126.77959	
0.01000	55.99398	
0.01000	219.59038	
0.01000	109.55169	
0.01000	131.05442	
0.01000	213.62365	
0.01000	406.74265	
0.01000	536.55976	
0.01000	530.90380	
0.01000	377.08972	
0.01000	399.50394	
0.01000	296.11687	
0.01000	204.33366	
0.01000	230.47826	
0.01000	245.98389	
0.01000	428.35463	
0.01000	421.94055	
0.01000	527.47052	
0.01000	593.27096	
0.01000	444.30276	
0.01000	489.33302	
0.01000	482.04433	
0.01000	769.93943	
0.01000	747.28930	
0.01000	595.04103	
0.01000	438.67441	
0.01000	367.32141	
0.01000	223.48812	
0.01000	218.09522	
0.01000	242.89225	
0.01000	195.12304	
0.01000	523.60385	
0.01000	426.12724	
0.01000	656.03996	
0.01000	817.24599	
0.01000	777.78591	
0.01000	679.36270	
0.01000	638.65077	
0.01000	688.47981	
0.01000	539.95567	
0.01000	488.98985	
0.01000	467.66745	
0.01000	370.69805	
0.01000	418.73414	
0.01000	425.37771	
0.01000	527.02848	
0.01000	519.52229	
0.01000	457.72919	
0.01000	429.81393	
0.01000	388.75821	
0.01000	381.57840	
0.01000	467.43994	
0.01000	389.56208	
0.01000	309.82984	
0.01000	327.88064	
0.01000	214.77830	
0.01000	332.51328	
0.01000	329.60530	
0.01000	196.41345	
0.01000	191.19093	
0.01000	323.24565	
0.01000	410.75735	
0.01000	413.58164	
0.01000	452.11491	
0.01000	531.25728	
0.01000	642.98909	
0.01000	629.39834	
0.01000	660.18596	
0.01000	709.18180	
0.01000	743.46791	
0.01000	816.73145	
0.01000	770.17203	
0.01000	818.96215	
0.01000	836.25960	
0.01000	795.44822	
0.01000	615.62660	
0.01000	647.35618	
0.01000	641.35946	
0.01000	723.07539	
0.01000	822.12013	
0.01000	822.41344	
0.01000	880.12892	
0.01000	840.94620	
0.01000	777.51776	
0.01000	964.49888	
0.01000	920.22237	
0.01000	921.53054	
0.01000	775.23841	
0.01000	829.28240	
0.01000	691.55181	
0.01000	681.27586	
0.01000	767.79470	
0.01000	888.88434	
0.01000	843.63229	
0.01000	872.56581	
0.01000	965.58926	
0.01000	899.76735	
0.01000	843.62684	
0.01000	893.09401	
0.01000	1131.18010	
0.01000	1062.60248	
0.01000	1001.23495	
0.01000	924.39408	
0.01000	665.24039	
0.01000	744.18787	
0.01000	847.88168	
0.01000	668.48738	
0.01000	565.54590	
0.01000	469.02211	
0.01000	438.20740	
0.01000	414.27571	
0.01000	695.61064	
0.01000	517.04055	
0.01000	699.96812	
0.01000	803.69318	
0.01000	783.57988	
0.01000	794.99998	
0.01000	693.15049	
0.01000	854.02136	
0.01000	592.52705	
0.01000	518.30583	
0.01000	481.70727	
0.01000	442.18499	
0.01000	544.95167	
0.01000	516.03335	
0.01000	528.21748	
0.01000	583.39074	
0.01000	516.67817	
0.01000	486.37784	
0.01000	418.00840	
0.01000	442.25104	
0.01000	560.98252	
0.01000	513.30871	
0.01000	445.32676	
0.01000	429.71062	
0.01000	455.95641	
0.01000	482.39263	
0.01000	527.33096	
0.01000	453.65649	
0.01000	572.90878	
0.01000	498.49535	
0.01000	439.22311	
0.01000	481.58585	
0.01000	467.17142	
0.01000	483.69088	
0.01000	522.05417	
0.01000	511.73227	
0.01000	474.93987	
0.01000	488.77182	
0.01000	573.57057	
0.01000	667.08401	
0.01000	691.61857	
0.01000	570.17223	
0.01000	454.64564	
0.01000	480.87682	
0.01000	545.39717	
0.01000	573.87418	
0.01000	405.30334	
0.01000	400.60648	
0.01000	186.25982	
0.01000	423.97036	
0.01000	397.44057	
0.01000	312.28823	
0.01000	244.88622	
0.01000	230.87391	
0.01000	222.63544	
0.01000	170.50911	
0.01000	154.64887	
0.01000	168.94972	
0.01000	172.32975	
0.01000	206.27279	
0.01000	121.64624	
0.01000	179.06211	
0.01000	61.55144	
0.01000	-95.89222	
0.01000	-34.71707	
0.01000	76.45246	
0.01000	69.54674	
0.01000	128.59253	
0.01000	206.56714	
0.01000	123.80626	
0.01000	248.12132	
0.01000	218.98215	
0.01000	243.39667	
0.01000	177.74792	
0.01000	82.20990	
0.01000	-15.94597	
0.01000	140.29216	
0.01000	106.88490	
0.01000	105.82694	
0.01000	116.98332	
0.01000	84.19694	
0.01000	-34.31953	
0.01000	-337.95596	
0.01000	-316.13989	
0.01000	-162.67545	
0.01000	-99.74013	
0.01000	-244.48695	
0.01000	-288.74856	
0.01000	-201.76714	
0.01000	-186.33652	
